Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
Mitsubishi Electric,29.875,39.112,1.9421,34.101,278,Industrials,Electrical Equipment,Asia,Japan,2017
Bridgestone,31.743,30.711,2.4439,31.896,279,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2017
PG&E,33.967,17.666,1.407,70.912,280,Utilities,Electric Utilities,North America,United States,2017
Cardinal Health,25.978,127.235,1.352,35.021,281,Health Care,Pharmaceuticals,North America,United States,2017
Telstra,40.727,18.612,4.0723,30.234,282,Telecommunication Services,Telecommunications services,Australia,Australia,2017
Dominion Resources,48.745,11.404,2.123,71.61,283,Utilities,Electric Utilities,North America,United States,2017
Nomura,21.155,14.766,1.4651,369.118,284,Financials,Investment Services,Asia,Japan,2017
Raytheon,44.916,24.069,2.211,30.052,285,Industrials,Aerospace & Defense,North America,United States,2017
Henkel,52.032,20.701,2.271,30.026,286,Consumer Staples,Household/Personal Care,Europe,Germany,2017
Marathon Petroleum,26.404,56.015,1.173,44.413,287,Energy,Oil & Gas Operations,North America,United States,2017
Merck,49.092,16.62,1.802,41.137,288,Health Care,Pharmaceuticals,Europe,Germany,2017
Peugeot,16.86,59.768,1.9137,48.234,289,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,2017
Tata Motors,24.934,41.204,1.6855,39.487,290,Consumer Discretionary,Auto & Truck Manufacturers,Asia,India,2017
Archer Daniels Midland,25.617,62.391,1.279,39.769,291,Consumer Staples,Food Processing,North America,United States,2017
CNP Assurances,13.836,30.68,1.2438,428.094,292,Financials,Diversified Insurance,Europe,France,2017
Natixis,19.135,14.594,1.4768,556.697,292,Financials,Major Banks,Europe,France,2017
China Huarong Asset Management,16.644,13.516,2.9599,203.176,294,Financials,Major Banks,Asia,China,2017
Imperial Tobacco Group,46.494,39.217,0.8955,42.515,295,Consumer Staples,Tobacco,Europe,United Kingdom,2017
BCE,40.536,16.393,2.2877,37.365,296,Telecommunication Services,Telecommunications services,North America,Canada,2017
Northrop Grumman,41.747,24.508,2.2,28.01,297,Industrials,Aerospace & Defense,North America,United States,2017
LyondellBasell Industries,35.762,29.171,3.832,23.442,298,Materials,Diversified Chemicals,Europe,United Kingdom,2017
Posco,19.18,45.754,1.1464,66.04,299,Materials,Iron & Steel,Asia,South Korea,2017
Telecom Italia,18.117,21.045,2.0133,74.303,300,Telecommunication Services,Telecommunications services,Europe,Italy,2017
Oversea-Chinese Banking,28.845,8.554,2.5155,283.716,301,Financials,Regional Banks,Asia,Singapore,2017
KB Financial Group,17.912,13.46,1.8478,311.991,302,Financials,Regional Banks,Asia,South Korea,2017
Charles Schwab,53.338,7.644,1.889,223.383,303,Financials,Investment Services,North America,United States,2017
Orange,40.4,45.263,0.552,101.521,304,Telecommunication Services,Telecommunications services,Europe,France,2017
Surgutneftegas,18.524,13.874,7.7599,60.863,305,Energy,Oil & Gas Operations,Asia,Russia,2017
Sompo,14.379,29.443,1.6659,91.1,306,Financials,Property & Casualty Insurance,Asia,Japan,2017
Gas Natural Fenosa,21.705,25.646,1.49,49.693,307,Utilities,Natural Gas Utilities,Europe,Spain,2017
WPP,27.433,19.415,1.8892,42.714,308,Consumer Discretionary,Advertising,Europe,United Kingdom,2017
Bank Of Shanghai,20.741,10.907,2.0688,236.313,309,Financials,Regional Banks,Asia,China,2017
ICICI Bank,25.124,11.897,1.5565,138.896,310,Financials,Regional Banks,Asia,India,2017
Poly Real Estate,16.639,22.377,1.9877,68.341,311,Financials,Real Estate,Asia,China,2017
Hyundai Mobis,18.865,32.979,2.6184,34.535,312,Consumer Discretionary,Auto & Truck Parts,Asia,South Korea,2017
DNB,25.629,8.697,2.2213,308.236,313,Financials,Major Banks,Europe,Norway,2017
Philips,28.936,27.12,1.6018,34.072,313,Industrials,Conglomerates,Europe,Netherlands,2017
AmerisourceBergen,19.013,148.31,1.3469,33.919,315,Health Care,Pharmaceuticals,North America,United States,2017
Heineken Holding,22.966,23,1.7035,42.05,316,Consumer Staples,Beverages,Europe,Netherlands,2017
CRH,28.99,30.051,1.411,33.324,317,Materials,Construction Materials,Europe,Ireland,2017
Discover Financial Services,25.33,10.496,2.376,92.831,317,Financials,Consumer Financial Services,North America,United States,2017
Safran,32.196,18.232,2.1106,32.758,319,Industrials,Aerospace & Defense,Europe,France,2017
Etisalat,42.739,14.255,2.2927,33.365,320,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,2017
CaixaBank,25.732,11.013,1.1582,366.976,321,Financials,Regional Banks,Europe,Spain,2017
Eaton,33.449,19.747,1.922,30.419,322,Industrials,Other Industrial Equipment,Europe,Ireland,2017
Fubon Financial,16.092,15.38,1.5014,196.521,322,Financials,Investment Services,Asia,Taiwan,2017
Sumitomo,16.763,38.225,1.148,67.659,322,Industrials,Trading Companies,Asia,Japan,2017
SunTrust Banks,27.2,8.914,1.878,204.875,322,Financials,Regional Banks,North America,United States,2017
Greenland Holdings Group,14.252,32.842,1.2034,99.608,326,Financials,Real Estate,Asia,China,2017
China Cinda Asset Management,14.686,13.418,2.3371,169.002,327,Financials,Investment Services,Asia,China,2017
Anglo American,19.774,21.455,1.594,50.149,328,Materials,Diversified Metals & Mining,Europe,United Kingdom,2017
China Resources Land,19.847,14.51,2.5122,55.08,329,Financials,Real Estate,Asia,Hong Kong,2017
Royal Ahold Delhaize N.V.,26.002,54.972,0.9181,38.259,330,Consumer Staples,Food Retail,Europe,Netherlands,2017
SingTel,45.181,11.949,2.778,33.043,330,Telecommunication Services,Telecommunications services,Asia,Singapore,2017
United Overseas Bank,25.618,8.203,2.2424,235.44,332,Financials,Regional Banks,Asia,Singapore,2017
Subaru,27.286,29.832,2.8196,22.669,333,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2017
Automatic Data Processing,45.873,12.051,1.6941,39.999,334,Consumer Discretionary,Business & Personal Services,North America,United States,2017
Midea Group,31.504,23.898,2.2103,24.549,335,Consumer Discretionary,Household Appliances,Asia,China,2017
Linde,31.294,18.748,1.2766,39.009,336,Materials,Diversified Chemicals,Europe,Germany,2017
KIA Motors,12.564,45.435,2.3743,42.134,337,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,2017
Hartford Financial Services,17.884,18.142,0.896,225.188,338,Financials,Diversified Insurance,North America,United States,2017
Southwest Airlines,33.556,20.425,2.243,24.772,339,Industrials,Airline,North America,United States,2017
América Móvil,47.344,52.18,0.4627,73.582,340,Telecommunication Services,Telecommunications services,North America,Mexico,2017
Principal Financial Group,18.04,12.529,1.3165,228.014,341,Financials,Life & Health Insurance,North America,United States,2017
Fannie Mae,2.849,108.306,12.313,3287.968,342,Financials,Investment Services,North America,United States,2017
Ameriprise Financial,19.895,11.735,1.314,139.821,343,Financials,Investment Services,North America,United States,2017
Macquarie Group,21.155,10.556,1.4676,147.764,344,Financials,Investment Services,Australia,Australia,2017
Carrefour,16.643,87.14,0.8252,51.519,345,Consumer Staples,Food Retail,Europe,France,2017
Celgene,97.697,11.008,1.9992,28.086,346,Health Care,Biotechs,North America,United States,2017
China Evergrande Group,14.58,32.434,0.764,194.383,347,Financials,Real Estate,Asia,China,2017
Takeda Pharmaceutical,36.874,15.921,1.2166,35.513,348,Health Care,Pharmaceuticals,Asia,Japan,2017
SK Hynix,31.958,14.823,2.5459,26.673,349,Information Technology,Semiconductors,Asia,South Korea,2017
Saudi Telecom,37.335,13.819,2.2747,27.082,350,Telecommunication Services,Telecommunications services,Asia,Saudi Arabia,2017
Tyson Foods,24.171,36.896,1.9,22.257,351,Consumer Staples,Food Processing,North America,United States,2017
Sinohydro Group,16.488,34.64,0.8622,71.23,352,Industrials,Construction Services,Asia,China,2017
Reckitt Benckiser Group,64.132,13.346,2.4719,22.265,353,Consumer Staples,Household/Personal Care,Europe,United Kingdom,2017
CSX,43.784,11.069,1.714,36.036,354,Industrials,Railroads,North America,United States,2017
Freddie Mac,1.534,69.843,7.815,2023.376,355,Financials,Investment Services,North America,United States,2017
Lincoln National,14.796,13.41,1.19,263.467,356,Financials,Life & Health Insurance,North America,United States,2017
Kinder Morgan,48.131,12.932,0.704,80.305,357,Energy,Oil Services & Equipment,North America,United States,2017
Power Corp of Canada,10.812,35.423,0.8559,311.156,358,Financials,Life & Health Insurance,North America,Canada,2017
BP,114.695,183.834,0.115,263.316,359,Energy,Oil & Gas Operations,Europe,United Kingdom,2017
Chevron,206.083,110.484,-0.497,260.078,359,Energy,Oil & Gas Operations,North America,United States,2017
Michelin Group,21.574,23.127,1.8407,26.708,361,Consumer Discretionary,Auto & Truck Parts,Europe,France,2017
Cheung Kong Property Holdings,26.239,8.972,2.5011,51.184,362,Financials,Real Estate,Asia,Hong Kong,2017
SK Holdings,14.658,72.072,0.6599,85.318,363,Energy,Oil & Gas Operations,Asia,South Korea,2017
Gree Electric Appliances,27.738,15.268,2.1133,27.242,364,Consumer Discretionary,Household Appliances,Asia,China,2017
BAE Systems,25.56,24.004,1.2319,29.108,365,Industrials,Aerospace & Defense,Europe,United Kingdom,2017
Bank Of Jiangsu,16.55,9.732,1.5971,229.987,366,Financials,Regional Banks,Asia,China,2017
Edison International,26.146,11.868,1.311,51.319,367,Utilities,Electric Utilities,North America,United States,2017
Kansai Electric Power,11.268,28.278,1.5857,58.479,368,Utilities,Electric Utilities,Asia,Japan,2017
New China Life Insurance,17.605,22.049,0.7508,100.525,369,Financials,Life & Health Insurance,Asia,China,2017
Starbucks,84.558,21.672,2.882,14.017,370,Consumer Discretionary,Restaurants,North America,United States,2017
Centrica,14.817,36.569,2.256,27.053,371,Utilities,Natural Gas Utilities,Europe,United Kingdom,2017
Biogen,58.02,10.502,3.7028,22.877,372,Health Care,Biotechs,North America,United States,2017
Canadian National Railway,55.897,9.085,2.7473,28.025,373,Industrials,Railroads,North America,Canada,2017
HDFC,36.705,8.143,1.5581,64.857,373,Financials,Consumer Financial Services,Asia,India,2017
Novo Nordisk,88.213,16.608,5.6348,13.836,375,Health Care,Pharmaceuticals,Europe,Denmark,2017
Swedbank,25.061,6.278,2.2821,237.127,376,Financials,Major Banks,Europe,Sweden,2017
Tata Consultancy Services,74.475,17.379,3.8835,14.512,376,Information Technology,Computer Services,Asia,India,2017
Monsanto,50.934,14.458,1.919,21.373,378,Materials,Specialized Chemicals,North America,United States,2017
Mastercard,121.331,10.776,4.059,18.675,379,Financials,Consumer Financial Services,North America,United States,2017
Femsa,33.098,20.897,1.136,26.485,380,Consumer Staples,Beverages,North America,Mexico,2017
PayPal,51.673,10.795,1.401,33.103,380,Financials,Consumer Financial Services,North America,United States,2017
Progressive,22.824,23.504,1.031,34.335,382,Financials,Property & Casualty Insurance,North America,United States,2017
Svenska Handelsbanken,25.853,6.36,1.8973,289.234,383,Financials,Major Banks,Europe,Sweden,2017
Mitsui Fudosan,21.077,14.909,1.2022,46.722,384,Financials,Real Estate,Asia,Japan,2017
SEB,23.761,7.712,1.2402,288.471,385,Financials,Major Banks,Europe,Sweden,2017
Bank Rakyat Indonesia,24.166,8.291,1.9695,74.496,386,Financials,Regional Banks,Asia,Indonesia,2017
Texas Instruments,80.501,13.37,3.417,16.431,387,Information Technology,Semiconductors,North America,United States,2017
Wilmar International,16.144,41.428,0.984,37.032,388,Consumer Staples,Food Processing,Asia,Singapore,2017
Daiwa House Industry,19.056,31.891,1.1606,29.602,389,Industrials,Construction Services,Asia,Japan,2017
Baidu,59.921,10.591,1.7381,26.189,390,Information Technology,Computer Services,Asia,China,2017
Consolidated Edison,23.756,12.062,1.246,48.255,390,Utilities,Electric Utilities,North America,United States,2017
Maybank,20.661,7.63,1.6277,164.056,390,Financials,Regional Banks,Asia,Malaysia,2017
DISH Network,29.11,15.095,1.4499,28.23,393,Consumer Discretionary,Broadcasting & Cable,North America,United States,2017
Citic Securities,27.907,7.599,1.5614,85.969,394,Financials,Investment Services,Asia,China,2017
American Electric,33.102,16.23,0.6134,66.221,395,Utilities,Electric Utilities,North America,United States,2017
Suzuki Motor,19.945,28.318,1.3598,25.885,396,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,2017
VTB Bank,14.861,19.517,0.6986,206.172,397,Financials,Regional Banks,Asia,Russia,2017
Metallurgical Corp of China,15.403,32.438,0.8062,54.344,398,Industrials,Construction Services,Asia,China,2017
Petrobras,61.278,81.068,-4.2527,247.318,399,Energy,Oil & Gas Operations,South America,Brazil,2017
Norfolk Southern,36.012,9.888,1.663,34.892,400,Industrials,Railroads,North America,United States,2017
TJX Cos,49.123,33.184,2.2982,12.884,401,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2017
Investor AB,32.186,7.269,3.932,40.725,402,Financials,Investment Services,Europe,Sweden,2017
American International Group,60.086,52.367,-0.849,498.264,403,Financials,Diversified Insurance,North America,United States,2017
Sempra Energy,27.486,10.198,1.337,47.786,404,Utilities,Natural Gas Utilities,North America,United States,2017
International Airlines,13.687,24.997,2.18,28.872,405,Industrials,Airline,Europe,United Kingdom,2017
SSE,18.712,37.2,1.056,27.833,405,Utilities,Electric Utilities,Europe,United Kingdom,2017
eBay,36.599,8.979,7.266,23.847,407,Consumer Discretionary,Internet & Catalog Retail,North America,United States,2017
NTPC,21.533,12.202,1.5553,38.665,408,Utilities,Electric Utilities,Asia,India,2017
Old Mutual,11.724,22.086,0.7691,208.149,409,Financials,Investment Services,Europe,United Kingdom,2017
Magna International,15.3,36.447,2.0297,22.566,410,Consumer Discretionary,Auto & Truck Parts,North America,Canada,2017
China Yangtze Power,42.318,6.457,2.8107,45.323,411,Utilities,Electric Utilities,Asia,China,2017
NN Group,10.309,15.613,1.2788,177.487,411,Financials,Life & Health Insurance,Europe,Netherlands,2017
Sumitomo Mitsui Trust,12.827,9.197,1.5447,548.179,413,Financials,Regional Banks,Asia,Japan,2017
General Mills,33.214,15.741,1.6282,21.67,414,Consumer Staples,Food Processing,North America,United States,2017
Talanx,8.916,34.716,1.0033,158.188,414,Financials,Diversified Insurance,Europe,Germany,2017
The Priceline Group,87.009,10.743,2.135,19.839,416,Consumer Discretionary,Business & Personal Services,North America,United States,2017
EXOR,11.944,152.564,0.4826,192.992,417,Financials,Investment Services,Europe,Italy,2017
Glencore International,57.278,153.691,-0.4533,124.6,417,Materials,Diversified Metals & Mining,Europe,Switzerland,2017
Vodafone,67.036,60.839,-9.2638,175.683,419,Telecommunication Services,Telecommunications services,Europe,United Kingdom,2017
Huaneng Power International,14.429,16.942,1.3433,44.524,420,Utilities,Electric Utilities,Asia,China,2017
Standard Bank Group,15.938,8.612,1.539,142.91,421,Financials,Regional Banks,Africa,South Africa,2017
Swiss Life Holding,10.245,19.544,0.9359,196.961,422,Financials,Life & Health Insurance,Europe,Switzerland,2017
FirstRand,18.198,8.394,1.656,86.325,423,Financials,Major Banks,Africa,South Africa,2017
Sysco,27.978,53.077,1.0319,17.63,424,Consumer Staples,Food Retail,North America,United States,2017
International Paper,20.772,21.079,0.904,33.345,425,Materials,Paper & Paper Products,North America,United States,2017
Vivendi,24.17,11.968,1.3894,34.137,425,Telecommunication Services,Telecommunications services,Europe,France,2017
Kimberly-Clark,46.721,18.202,2.166,14.602,427,Consumer Staples,Household/Personal Care,North America,United States,2017
National Commercial Bank,20.641,6.143,2.484,117.675,428,Financials,Regional Banks,Asia,Saudi Arabia,2017
Erste Group Bank,13.515,9.248,1.3804,220.843,429,Financials,Major Banks,Europe,Austria,2017
Baoshan Iron & Steel,21.434,26.752,0.6667,40.011,430,Materials,Iron & Steel,Asia,China,2017
