Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Prudential Financial,35.356,53.223,5.587,757.388,81,Financials,Life & Health Insurance,North America,United States,New Jersey,New Jersey,John Strangfeld,http://www.forbes.com/companies/prudential-financial/,0.00737666823345498,0.104973413749695
Oracle,168.899,37.159,8.844,104.894,82,Information Technology,Software & Programming,North America,United States,California,California,Safra Catz,http://www.forbes.com/companies/oracle/,0.0843136881041814,0.23800425199817
Coca-Cola,192.803,43.488,7.277,91.263,83,Consumer Staples,Beverages,North America,United States,Georgia,Georgia,Ahmet Kent,http://www.forbes.com/companies/coca-cola/,0.0797365854727546,0.167333517292127
ANZ,54.888,31.099,5.8668,625.801,84,Financials,Major Banks,Australia,Australia,Australia,,Shayne Elliott,http://www.forbes.com/companies/anz/,0.00937486517279455,0.188649152705875
Nissan Motor,42.914,101.018,4.7214,147.363,85,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,Japan,,Carlos Ghosn,http://www.forbes.com/companies/nissan-motor/,0.0320392500152684,0.0467382050723633
Morgan Stanley,53.683,32.13,4.865,807.715,86,Financials,Investment Services,North America,United States,New York,New York,James Gorman,http://www.forbes.com/companies/morgan-stanley/,0.00602316411110354,0.151416122004357
American International Group,63.709,58.33,2.179,496.943,87,Financials,Diversified Insurance,North America,United States,New York,New York,Peter Hancock,http://www.forbes.com/companies/american-international-group/,0.00438480872051724,0.0373564203668781
National Australia Bank,56.482,28.785,4.9624,671.612,88,Financials,Major Banks,Australia,Australia,Australia,,Andrew Thorburn,http://www.forbes.com/companies/national-australia-bank/,0.00738878995610561,0.172395344797638
Sanofi,115.374,40.473,4.7539,111.151,89,Health Care,Pharmaceuticals,Europe,France,France,,Olivier Brandicourt,http://www.forbes.com/companies/sanofi/,0.0427697456613076,0.117458552615324
PepsiCo,147.302,62.698,5.162,70.019,90,Consumer Staples,Beverages,North America,United States,New York,New York,Indra Nooyi,http://www.forbes.com/companies/pepsico/,0.0737228466559077,0.0823311748381128
Bank of Nova Scotia,61.737,24.395,5.4719,653.482,91,Financials,Major Banks,North America,Canada,Canada,,Brian Porter,http://www.forbes.com/companies/bank-of-nova-scotia/,0.00837345175536587,0.224304160688666
Intesa Sanpaolo,46.409,39.064,3.1427,734.878,92,Financials,Regional Banks,Europe,Italy,Italy,,Carlo Messina,http://www.forbes.com/companies/intesa-sanpaolo/,0.00427649215243891,0.0804500307188204
Merck,157.153,38.969,4.442,101.779,93,Health Care,Pharmaceuticals,North America,United States,New Jersey,New Jersey,Kenneth Frazier,http://www.forbes.com/companies/merck-co/,0.0436435806993584,0.113988041776797
BASF,73.229,78.122,4.4213,80.07,94,Materials,Diversified Chemicals,Europe,Germany,Germany,,Kurt Bock,http://www.forbes.com/companies/basf/,0.055217934307481,0.0565948132408284
American Express,63.184,34.594,5.026,159,95,Financials,Consumer Financial Services,North America,United States,New York,New York,Kenneth Chenault,http://www.forbes.com/companies/american-express/,0.0316100628930818,0.145285309591259
United Technologies,88.442,59.126,4.044,87.484,95,Industrials,Conglomerates,North America,United States,Connecticut,Connecticut,Gregory Hayes,http://www.forbes.com/companies/united-technologies/,0.0462255955374697,0.0683963061935527
Bayer,102.527,51.634,4.51,84.637,97,Materials,Diversified Chemicals,Europe,Germany,Germany,,Werner Baumann,http://www.forbes.com/companies/bayer/,0.0532863877500384,0.0873455475074563
Korea Electric Power,33.064,52.092,11.7415,149.467,97,Utilities,Electric Utilities,Asia,South Korea,South Korea,,Hwan-Eik Cho,http://www.forbes.com/companies/korea-electric-power/,0.0785558016150722,0.225399293557552
US Bancorp,74.996,21.12,5.816,428.638,97,Financials,Major Banks,North America,United States,Minnesota,Minnesota,Richard Davis,http://www.forbes.com/companies/us-bancorp/,0.013568559017166,0.275378787878788
GlaxoSmithKline,104.243,36.55,12.8672,78.774,100,Health Care,Pharmaceuticals,Europe,United Kingdom,United Kingdom,,Andrew Witty,http://www.forbes.com/companies/glaxosmithkline/,0.163343235077564,0.352043775649795
Munich Re,34.142,63.517,3.4465,295.683,101,Financials,Diversified Insurance,Europe,Germany,Germany,,Joachim Wenning,http://www.forbes.com/companies/munich-re/,0.01165606409567,0.0542610639671269
EADS,50.877,71.47,2.9896,122.359,102,Industrials,Aerospace & Defense,Europe,France,France,,Thomas Enders,http://www.forbes.com/companies/eads/,0.0244330208648322,0.0418301385196586
Sberbank,39.195,42.563,3.636,374.268,102,Financials,Regional Banks,Asia,Russia,Russia,,Herman Gref,http://www.forbes.com/companies/sberbank/,0.0097149636089647,0.0854263092357212
Enel,44.569,76.917,2.4376,179.005,104,Utilities,Electric Utilities,Europe,Italy,Italy,,Francesco Starace,http://www.forbes.com/companies/enel/,0.0136174967179688,0.0316913036129854
Telefónica,55.197,52.362,3.044,133.587,104,Telecommunication Services,Telecommunications services,Europe,Spain,Spain,,José María López,http://www.forbes.com/companies/telefonica/,0.0227866484014163,0.0581337611244796
Mizuho Financial,40.691,25.953,5.0238,1625.482,106,Financials,Major Banks,Asia,Japan,Japan,,Yasuhiro Sato,http://www.forbes.com/companies/mizuho-financial/,0.00309065249569051,0.193572997341348
Walgreens Boots Alliance,86.571,116.534,3.368,66.385,107,Consumer Staples,Drug Retail,North America,United States,Illinois,Illinois,Stefano Pessina,http://www.forbes.com/companies/walgreens-boots-alliance/,0.0507343526399036,0.0289014364906379
Hyundai Motor,28.938,81.25,5.67,141.033,108,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,South Korea,,Gab-Han Yoon,http://www.forbes.com/companies/hyundai-motor/,0.040203356661207,0.0697846153846154
Unilever,137.213,59.074,5.444,56.811,109,Consumer Staples,Household/Personal Care,Europe,Netherlands,Netherlands,,Paulus Polman,http://www.forbes.com/companies/unilever/,0.0958265124711764,0.09215560144903
Credit Agricole,29.904,38.176,3.899,1661.272,110,Financials,Regional Banks,Europe,France,France,,Philippe Brassac,http://www.forbes.com/companies/credit-agricole/,0.00234699675910989,0.102132229673093
Dow Chemical,59.019,48.77,7.634,68.026,111,Materials,Diversified Chemicals,North America,United States,Michigan,Michigan,Andrew Liveris,http://www.forbes.com/companies/dow-chemical/,0.112221797547996,0.156530654090629
Home Depot,169.777,88.519,7.009,42.549,112,Consumer Discretionary,Home Improvement Retail,North America,United States,Georgia,Georgia,Craig Menear,http://www.forbes.com/companies/home-depot/,0.16472772568098,0.0791807408578949
Saudi Basic Industries,63.468,39.766,5.0076,87.434,113,Materials,Diversified Chemicals,Asia,Saudi Arabia,Saudi Arabia,,Yousef Al-Benyan,http://www.forbes.com/companies/saudi-basic-industries/,0.057272914426882,0.125926671025499
China State Construction Engineering,25.551,135.02,4.1466,165.607,114,Industrials,Construction Services,Asia,China,China,,Qing Guan,http://www.forbes.com/companies/china-state-construction-engineering/,0.0250387966692229,0.0307110057769219
BBVA-Banco Bilbao Vizcaya,46.875,25.819,2.9298,814.81,115,Financials,Regional Banks,Europe,Spain,Spain,,"D. Carlos Vila,",http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,0.00359568488359249,0.113474572988884
Société Générale,32.464,28.432,4.4368,1449.559,115,Financials,Major Banks,Europe,France,France,,Frédéric Oudéa,http://www.forbes.com/companies/societe-generale/,0.00306079297220741,0.156049521665729
Hon Hai Precision,39.202,141.152,4.6251,70.274,117,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Terry Gou,http://www.forbes.com/companies/hon-hai-precision/,0.0658152374989327,0.0327668045794604
Gilead Sciences,138.078,32.17,18.108,51.839,118,Health Care,Biotechs,North America,United States,California,California,John Milligan,http://www.forbes.com/companies/gilead-sciences/,0.349312293832829,0.562884675163196
Swiss Re,35.449,35.658,4.5946,189.557,118,Financials,Diversified Insurance,Europe,Switzerland,Switzerland,,Michel Liès,http://www.forbes.com/companies/swiss-re/,0.0242386195181397,0.128851870547984
SAIC Motor,34.437,101.922,4.6165,78.79,120,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Hong Chen,http://www.forbes.com/companies/saic-motor/,0.0585924609722046,0.0452944408469222
Reliance Industries,50.589,42.239,4.2202,91.542,121,Energy,Oil & Gas Operations,Asia,India,India,,Mukesh Ambani,http://www.forbes.com/companies/reliance-industries/,0.046101243145223,0.0999124032292431
LukOil,36.81,90.441,4.8033,69.62,122,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Vagit Alekperov,http://www.forbes.com/companies/lukoil/,0.0689931054294743,0.0531097621653896
