Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
Ageas,Financials,Diversified Insurance,Europe,Netherlands,10.2,15.8,0.8,129,470,http://www.forbes.com/companies/ageas/,0.0062015503875969,0.0506329113924051
Repsol YPF,Energy,Oil & Gas Operations,Europe,Spain,33.7,74.7,0.3,89.7,471,http://www.forbes.com/companies/repsol-ypf/,0.00334448160535117,0.00401606425702811
Sempra Energy,Utilities,Natural Gas Utilities,North America,United States,23.6,10.6,1,37.2,472,http://www.forbes.com/companies/sempra-energy/,0.0268817204301075,0.0943396226415094
T&D Holdings,Financials,Life & Health Insurance,Asia,Japan,8,21.6,0.9,134.3,473,http://www.forbes.com/companies/td-holdings/,0.00670141474311243,0.0416666666666667
New China Life Insurance,Financials,Life & Health Insurance,Asia,China,10.2,18.7,0.7,88.6,474,http://www.forbes.com/companies/new-china-life-insurance/,0.00790067720090293,0.0374331550802139
FirstRand,Financials,Major Banks,Africa,South Africa,18.8,6.3,1.7,85.4,475,http://www.forbes.com/companies/firstrand/,0.0199063231850117,0.26984126984127
Aeon,Consumer Discretionary,Discount Stores,Asia,Japan,9.3,64.4,0.6,67.3,476,http://www.forbes.com/companies/aeon/,0.00891530460624071,0.0093167701863354
Akzo Nobel,Materials,Diversified Chemicals,Europe,Netherlands,19.8,19.4,1,22.1,477,http://www.forbes.com/companies/akzo-nobel/,0.0452488687782805,0.0515463917525773
Bank Mandiri,Financials,Regional Banks,Asia,Indonesia,20.5,6.6,1.7,60.2,478,http://www.forbes.com/companies/bank-mandiri/,0.0282392026578073,0.257575757575758
Rogers Communications,Telecommunication Services,Telecommunications services,North America,Canada,21.6,12.3,1.6,22.2,479,http://www.forbes.com/companies/rogers-communications/,0.0720720720720721,0.130081300813008
Swiss Life Holding,Financials,Life & Health Insurance,Europe,Switzerland,7.9,20.2,0.8,191.3,480,http://www.forbes.com/companies/swiss-life-holding/,0.00418191322530057,0.0396039603960396
Novatek,Energy,Oil & Gas Operations,Asia,Russia,30.5,9.4,3.4,18.2,481,http://www.forbes.com/companies/novatek/,0.186813186813187,0.361702127659574
Corning,Information Technology,Communications Equipment,North America,United States,29.2,7.8,2,28.5,482,http://www.forbes.com/companies/corning/,0.0701754385964912,0.256410256410256
Fujifilm Holdings,Consumer Discretionary,Consumer Electronics,Asia,Japan,13,24.4,0.9,30.8,483,http://www.forbes.com/companies/fujifilm-holdings/,0.0292207792207792,0.0368852459016394
Bank Rakyat Indonesia,Financials,Regional Banks,Asia,Indonesia,21.8,6.3,2,51.5,484,http://www.forbes.com/companies/bank-rakyat-indonesia/,0.0388349514563107,0.317460317460317
CEZ Group,Utilities,Electric Utilities,Europe,Czech Republic,15.3,11.1,1.8,32.3,485,http://www.forbes.com/companies/cez-group/,0.0557275541795666,0.162162162162162
Consolidated Edison,Utilities,Electric Utilities,North America,United States,15.6,12.3,1.1,40.6,486,http://www.forbes.com/companies/consolidated-edison/,0.0270935960591133,0.0894308943089431
Akbank,Financials,Regional Banks,Europe,Turkey,13.2,7.9,1.7,90.4,487,http://www.forbes.com/companies/akbank/,0.0188053097345133,0.215189873417722
Micron Technology,Information Technology,Semiconductors,North America,United States,25.9,11.3,1.8,19.8,488,http://www.forbes.com/companies/micron-technology/,0.0909090909090909,0.15929203539823
Covidien,Health Care,Medical Equipment & Supplies,Europe,Ireland,32.7,10.9,1.6,19.6,489,http://www.forbes.com/companies/covidien/,0.0816326530612245,0.146788990825688
Progressive,Financials,Property & Casualty Insurance,North America,United States,14.3,18.2,1.2,25.2,490,http://www.forbes.com/companies/progressive/,0.0476190476190476,0.0659340659340659
Saudi Electricity,Utilities,Electric Utilities,Asia,Saudi Arabia,17.5,9.5,0.8,73.8,491,http://www.forbes.com/companies/saudi-electricity/,0.010840108401084,0.0842105263157895
ArcelorMittal,Materials,Iron & Steel,Europe,Luxembourg,26.8,79.4,-2.5,112.3,491,http://www.forbes.com/companies/arcelormittal/,-0.0222617987533393,-0.0314861460957179
Alstom,Industrials,Conglomerates,Europe,France,9.1,26.6,1,41.2,493,http://www.forbes.com/companies/alstom/,0.0242718446601942,0.037593984962406
National Bank of Canada,Financials,Major Banks,North America,Canada,13.3,7,1.5,175.2,493,http://www.forbes.com/companies/national-bank-of-canada/,0.00856164383561644,0.214285714285714
Formosa Petrochemical,Energy,Oil & Gas Operations,Asia,Taiwan,24.3,31.4,0.7,17.3,495,http://www.forbes.com/companies/formosa-petrochemical/,0.0404624277456647,0.0222929936305732
Cummins,Industrials,Heavy Equipment,North America,United States,27.4,17.3,1.5,14.7,496,http://www.forbes.com/companies/cummins/,0.102040816326531,0.0867052023121387
SK Innovation,Energy,Oil & Gas Operations,Asia,South Korea,10.6,60.9,0.7,33.4,497,http://www.forbes.com/companies/sk-innovation/,0.0209580838323353,0.0114942528735632
TE Connectivity,Information Technology,Electronics,Europe,Switzerland,24.7,13.5,1.4,18.4,498,http://www.forbes.com/companies/te-connectivity/,0.0760869565217391,0.103703703703704
Ecolab,Materials,Specialized Chemicals,North America,United States,32.7,13.3,1,19.6,499,http://www.forbes.com/companies/ecolab/,0.0510204081632653,0.075187969924812
Larsen & Toubro,Industrials,Construction Services,Asia,India,19.8,13.5,1,26.7,500,http://www.forbes.com/companies/larsen-toubro/,0.0374531835205993,0.0740740740740741
Gree Electric Appliances,Consumer Discretionary,Household Appliances,Asia,China,13.7,17.9,1.6,21.2,501,http://www.forbes.com/companies/gree-electric-appliances/,0.0754716981132076,0.0893854748603352
Public Service Enterprise,Utilities,Electric Utilities,North America,United States,19,10,1.2,32.6,502,http://www.forbes.com/companies/public-service-enterprise/,0.0368098159509202,0.12
Piraeus Bank,Financials,Regional Banks,Europe,Greece,13.9,5.5,3.4,126.8,502,http://www.forbes.com/companies/piraeus-bank/,0.026813880126183,0.618181818181818
Precision Castparts,Industrials,Aerospace & Defense,North America,United States,37.7,9.5,1.7,18.3,504,http://www.forbes.com/companies/precision-castparts/,0.092896174863388,0.178947368421053
RWE Group,Utilities,Electric Utilities,Europe,Germany,25.1,68.2,-3.6,111.8,505,http://www.forbes.com/companies/rwe-group/,-0.0322003577817531,-0.0527859237536657
MasterCard,Financials,Consumer Financial Services,North America,United States,88.8,8.3,3.1,14.2,506,http://www.forbes.com/companies/mastercard/,0.21830985915493,0.373493975903614
Fortescue Metals Group,Materials,Iron & Steel,Australia,Australia,15.3,10.6,3,22.9,507,http://www.forbes.com/companies/fortescue-metals-group/,0.131004366812227,0.283018867924528
Kellogg,Consumer Staples,Food Processing,North America,United States,22.5,14.8,1.8,15.5,508,http://www.forbes.com/companies/kellogg/,0.116129032258065,0.121621621621622
Kirin Holdings,Consumer Staples,Beverages,Asia,Japan,12.6,23.1,0.9,27.6,509,http://www.forbes.com/companies/kirin-holdings/,0.0326086956521739,0.038961038961039
Facebook,Information Technology,Computer Services,North America,United States,159.7,7.9,1.5,17.9,510,http://www.forbes.com/companies/facebook/,0.0837988826815643,0.189873417721519
Poly Real Estate,Financials,Real Estate,Asia,China,8.9,13.1,1.7,51.5,511,http://www.forbes.com/companies/poly-real-estate/,0.0330097087378641,0.129770992366412
Baoshan Iron & Steel,Materials,Iron & Steel,Asia,China,10.4,30.8,0.7,37.4,512,http://www.forbes.com/companies/baoshan-iron-steel/,0.018716577540107,0.0227272727272727
Fortum,Utilities,Electric Utilities,Europe,Finland,20.3,8,1.6,33.6,513,http://www.forbes.com/companies/fortum/,0.0476190476190476,0.2
Atlas Copco,Industrials,Other Industrial Equipment,Europe,Sweden,35.4,12.9,1.9,13.7,514,http://www.forbes.com/companies/atlas-copco/,0.138686131386861,0.147286821705426
Norilsk Nickel,Materials,Diversified Metals & Mining,Asia,Russia,26.9,11.7,1.2,20.2,515,http://www.forbes.com/companies/norilsk-nickel/,0.0594059405940594,0.102564102564103
Cheung Kong Holdings,Financials,Real Estate,Asia,Hong Kong,39,2.6,4.5,55.3,516,http://www.forbes.com/companies/cheung-kong-holdings/,0.081374321880651,1.73076923076923
Toyota Tsusho,Industrials,Trading Companies,Asia,Japan,8.9,74.8,0.7,37.7,516,http://www.forbes.com/companies/toyota-tsusho/,0.0185676392572944,0.00935828877005348
Sysco,Consumer Staples,Food Retail,North America,United States,21.1,45.5,1,13,518,http://www.forbes.com/companies/sysco/,0.0769230769230769,0.021978021978022
Tatneft,Energy,Oil & Gas Operations,Asia,Russia,13,14.3,2.4,20.4,519,http://www.forbes.com/companies/tatneft/,0.117647058823529,0.167832167832168
DISH Network,Consumer Discretionary,Broadcasting & Cable,North America,United States,29.3,13.9,0.8,20.4,520,http://www.forbes.com/companies/dish-network/,0.0392156862745098,0.0575539568345324
Safeway,Consumer Staples,Food Retail,North America,United States,8.7,37.6,3.5,17.2,521,http://www.forbes.com/companies/safeway/,0.203488372093023,0.0930851063829787
Adidas,Consumer Discretionary,Apparel/Accessories,Europe,Germany,22.8,19.2,1,16,522,http://www.forbes.com/companies/adidas/,0.0625,0.0520833333333333
Cenovus Energy,Energy,Oil & Gas Operations,North America,Canada,21.8,18.1,0.6,24.1,523,http://www.forbes.com/companies/cenovus-energy/,0.024896265560166,0.0331491712707182
Korea Electric Power,Utilities,Electric Utilities,Asia,South Korea,21.9,49.4,0.1,147.4,524,http://www.forbes.com/companies/korea-electric-power/,0.00067842605156038,0.00202429149797571
Omnicom Group,Consumer Discretionary,Advertising,North America,United States,18.7,14.6,1,22.1,525,http://www.forbes.com/companies/omnicom-group/,0.0452488687782805,0.0684931506849315
Cardinal Health,Health Care,Pharmaceuticals,North America,United States,23.9,96.7,0.4,25,526,http://www.forbes.com/companies/cardinal-health/,0.016,0.00413650465356774
Thales,Industrials,Aerospace & Defense,Europe,France,13.8,18.2,0.8,29.6,527,http://www.forbes.com/companies/thales/,0.027027027027027,0.043956043956044
Otsuka Holding,Health Care,Pharmaceuticals,Asia,Japan,16.1,14.4,1.8,17.9,527,http://www.forbes.com/companies/otsuka-holding/,0.100558659217877,0.125
Grupo Mexico,Materials,Diversified Metals & Mining,North America,Mexico,24.4,9.4,1.8,20.2,529,http://www.forbes.com/companies/grupo-mexico/,0.0891089108910891,0.191489361702128
CLP Holdings,Utilities,Electric Utilities,Asia,Hong Kong,19.2,13.5,0.8,27.3,530,http://www.forbes.com/companies/clp-holdings/,0.0293040293040293,0.0592592592592593
Swire Pacific,Industrials,Conglomerates,Asia,Hong Kong,17.7,6.6,1.7,45,531,http://www.forbes.com/companies/swire-pacific/,0.0377777777777778,0.257575757575758
Kyocera,Information Technology,Electronics,Asia,Japan,16.2,14.6,0.9,25.7,531,http://www.forbes.com/companies/kyocera/,0.0350194552529183,0.0616438356164384
Marsh & McLennan,Financials,Insurance Brokers,North America,United States,27.2,12.3,1.4,17,531,http://www.forbes.com/companies/marsh-mclennan/,0.0823529411764706,0.113821138211382
China Resources Land,Financials,Real Estate,Asia,Hong Kong,12.9,9.3,1.9,36.3,534,http://www.forbes.com/companies/china-resources-land/,0.0523415977961433,0.204301075268817
HDFC,Financials,Consumer Financial Services,Asia,India,23.2,6.6,1.2,43.5,535,http://www.forbes.com/companies/hdfc/,0.0275862068965517,0.181818181818182
Raiffeisen Bank International,Financials,Major Banks,Europe,Austria,10.1,11.1,0.7,177.4,536,http://www.forbes.com/companies/raiffeisen-bank-international/,0.00394588500563698,0.0630630630630631
Shin-Etsu Chemical,Materials,Diversified Chemicals,Asia,Japan,24.2,11.4,1.2,19.9,537,http://www.forbes.com/companies/shin-etsu-chemical/,0.0603015075376884,0.105263157894737
CIC Group,Financials,Major Banks,Europe,France,8.5,9.7,1.1,321,538,http://www.forbes.com/companies/cic-group/,0.00342679127725857,0.11340206185567
Suncorp Group,Financials,Diversified Insurance,Australia,Australia,15.2,15.6,0.4,84.2,539,http://www.forbes.com/companies/suncorp-group/,0.00475059382422803,0.0256410256410256
Kubota,Industrials,Heavy Equipment,Asia,Japan,16.6,14.6,1.2,19.9,539,http://www.forbes.com/companies/kubota/,0.0603015075376884,0.0821917808219178
SCA,Consumer Staples,Household/Personal Care,Europe,Sweden,20.8,13.7,0.9,22.2,541,http://www.forbes.com/companies/sca/,0.0405405405405405,0.0656934306569343
Tata Consultancy Services,Information Technology,Computer Services,Asia,India,71.2,13.1,3,9.2,542,http://www.forbes.com/companies/tata-consultancy-services/,0.326086956521739,0.229007633587786
Siam Commercial Bank,Financials,Regional Banks,Asia,Thailand,16.6,5.7,1.6,77.1,542,http://www.forbes.com/companies/siam-commercial-bank/,0.0207522697795071,0.280701754385965
TELUS,Telecommunication Services,Telecommunications services,North America,Canada,22.3,11,1.3,20.3,542,http://www.forbes.com/companies/telus/,0.0640394088669951,0.118181818181818
Aisin Seiki,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,10.2,28.1,1,24,545,http://www.forbes.com/companies/aisin-seiki/,0.0416666666666667,0.0355871886120996
Daikin Industries,Materials,Construction Materials,Asia,Japan,16.7,17.3,1,19.3,545,http://www.forbes.com/companies/daikin-industries/,0.0518134715025907,0.0578034682080925
LG Chem,Materials,Specialized Chemicals,Asia,South Korea,16.4,21.1,1.1,16.5,547,http://www.forbes.com/companies/lg-chem/,0.0666666666666667,0.052132701421801
Vivendi,Telecommunication Services,Telecommunications services,Europe,France,37.3,31.6,-1.3,67.8,548,http://www.forbes.com/companies/vivendi/,-0.0191740412979351,-0.0411392405063291
Transocean,Energy,Oil Services & Equipment,Europe,Switzerland,14.9,9.5,1.4,32.5,549,http://www.forbes.com/companies/transocean/,0.0430769230769231,0.147368421052632
Mazda Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,13.4,26.7,0.9,19.7,550,http://www.forbes.com/companies/mazda-motor/,0.0456852791878173,0.0337078651685393
Anglo American,Materials,Diversified Metals & Mining,Europe,United Kingdom,35.3,29.3,-0.9,71.2,551,http://www.forbes.com/companies/anglo-american/,-0.0126404494382022,-0.0307167235494881
Evonik,,,Europe,Germany,18.3,17.1,0.7,21.9,552,http://www.forbes.com/companies/evonik/,0.0319634703196347,0.0409356725146199
Grupo Aval,Financials,Investment Services,South America,Colombia,13.3,9,0.8,72,553,http://www.forbes.com/companies/grupo-aval/,0.0111111111111111,0.0888888888888889
Compass Group,Consumer Discretionary,Restaurants,Europe,United Kingdom,27.3,27.4,0.7,14.8,553,http://www.forbes.com/companies/compass-group/,0.0472972972972973,0.0255474452554745
Kasikornbank,Financials,Major Banks,Asia,Thailand,13.3,6.9,1.3,69.7,555,http://www.forbes.com/companies/kasikornbank/,0.0186513629842181,0.188405797101449
Commerzbank,Financials,Major Banks,Europe,Germany,21.7,21.6,0.1,803,556,http://www.forbes.com/companies/commerzbank/,0.00012453300124533,0.00462962962962963
Ferrovial,Industrials,Other Transportation,Europe,Spain,16.1,10.8,1,31.4,556,http://www.forbes.com/companies/ferrovial/,0.0318471337579618,0.0925925925925926
Xcel Energy,Utilities,Electric Utilities,North America,United States,15.1,10.9,0.9,33.9,558,http://www.forbes.com/companies/xcel-energy/,0.0265486725663717,0.0825688073394495
J Sainsbury,Consumer Staples,Food Retail,Europe,United Kingdom,9.8,37.2,1,20.9,559,http://www.forbes.com/companies/j-sainsbury/,0.0478468899521531,0.0268817204301075
Lotte Shopping,Consumer Discretionary,Department Stores,Asia,South Korea,9.3,25.8,0.7,36.9,560,http://www.forbes.com/companies/lotte-shopping/,0.018970189701897,0.0271317829457364
Franklin Resources,Financials,Investment Services,North America,United States,34.3,8.2,2.2,15.9,561,http://www.forbes.com/companies/franklin-resources/,0.138364779874214,0.268292682926829
Daiwa House Industry,Industrials,Construction Services,Asia,Japan,11.1,25.4,0.8,24.7,562,http://www.forbes.com/companies/daiwa-house-industry/,0.0323886639676113,0.031496062992126
Sabanci Holding,Industrials,Conglomerates,Europe,Turkey,8.1,13,0.9,96.1,563,http://www.forbes.com/companies/sabanci-holding/,0.00936524453694069,0.0692307692307692
Grupo Modelo,Consumer Staples,Beverages,North America,Mexico,41.1,6.9,3.8,15,564,http://www.forbes.com/companies/grupo-modelo/,0.253333333333333,0.550724637681159
Carlsberg,Consumer Staples,Beverages,Europe,Denmark,15.2,11.8,1,27.9,565,http://www.forbes.com/companies/carlsberg/,0.03584229390681,0.0847457627118644
Lenovo Group,Information Technology,Computer Hardware,Asia,Hong Kong,11.9,37.2,0.8,19.5,566,http://www.forbes.com/companies/lenovo-group/,0.041025641025641,0.021505376344086
Al Rajhi Bank,Financials,Regional Banks,Asia,Saudi Arabia,30.1,4,2,74.6,567,http://www.forbes.com/companies/al-rajhi-bank/,0.0268096514745308,0.5
