Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
CBRE Group,Financials,Real Estate,North America,United States,9.2,7.2,0.3,7,1492,http://www.forbes.com/companies/cbre-group/,0.0428571428571429,0.0416666666666667
Sika,Materials,Construction Materials,Europe,Switzerland,10.2,5.5,0.4,5.3,1495,http://www.forbes.com/companies/sika/,0.0754716981132076,0.0727272727272727
Manila Electric,Utilities,Electric Utilities,Asia,Philippines,7.2,7,0.4,5.4,1496,http://www.forbes.com/companies/manila-electric/,0.0740740740740741,0.0571428571428571
Shanxi Taigang Stainless,Materials,Iron & Steel,Asia,China,2.2,17.6,0.1,12,1497,http://www.forbes.com/companies/shanxi-taigang-stainless/,0.00833333333333333,0.00568181818181818
Bajaj Auto,Consumer Discretionary,Recreational Products,Asia,India,10,3.6,0.6,2.4,1498,http://www.forbes.com/companies/bajaj-auto/,0.25,0.166666666666667
Scripps Networks Interactive,Consumer Discretionary,Broadcasting & Cable,North America,United States,11.4,2.5,0.5,4.4,1499,http://www.forbes.com/companies/scripps-networks-interactive/,0.113636363636364,0.2
Cimarex Energy,Energy,Oil & Gas Operations,North America,United States,10.3,2,0.6,7.3,1499,http://www.forbes.com/companies/cimarex-energy/,0.0821917808219178,0.3
Union National Bank,Financials,Regional Banks,Asia,United Arab Emirates,5.2,1.2,0.4,23.8,1501,http://www.forbes.com/companies/union-national-bank/,0.0168067226890756,0.333333333333333
Terumo,Health Care,Medical Equipment & Supplies,Asia,Japan,8.1,4.6,0.6,8.2,1502,http://www.forbes.com/companies/terumo/,0.0731707317073171,0.130434782608696
Geberit,Materials,Construction Materials,Europe,Switzerland,12.5,2.2,0.5,2.5,1503,http://www.forbes.com/companies/geberit/,0.2,0.227272727272727
Taiwan Mobile,Telecommunication Services,Telecommunications services,Asia,Taiwan,10.8,3.7,0.5,4.6,1504,http://www.forbes.com/companies/taiwan-mobile/,0.108695652173913,0.135135135135135
American Water Works,Utilities,Diversified Utilities,North America,United States,8.1,2.9,0.4,15.1,1505,http://www.forbes.com/companies/american-water-works/,0.0264900662251656,0.137931034482759
Isetan Mitsukoshi Holdings,Consumer Discretionary,Department Stores,Asia,Japan,4.9,13.1,0.3,12.2,1506,http://www.forbes.com/companies/isetan-mitsukoshi-holdings/,0.0245901639344262,0.0229007633587786
Wolters Kluwer,Consumer Discretionary,Printing & Publishing,Europe,Netherlands,8.4,4.7,0.5,9.5,1507,http://www.forbes.com/companies/wolters-kluwer/,0.0526315789473684,0.106382978723404
Tenet Healthcare,Health Care,Healthcare Services,North America,United States,4.2,11.1,-0.1,16.1,1508,http://www.forbes.com/companies/tenet-healthcare/,-0.0062111801242236,-0.00900900900900901
China Hongqiao Group,Materials,Diversified Metals & Mining,Asia,China,3.9,4.8,0.9,10.8,1509,http://www.forbes.com/companies/china-hongqiao-group/,0.0833333333333333,0.1875
E-L Financial,Financials,Diversified Insurance,North America,Canada,2.6,2.1,0.7,15,1510,http://www.forbes.com/companies/e-l-financial/,0.0466666666666667,0.333333333333333
Sigma-Aldrich,Materials,Specialized Chemicals,North America,United States,11.2,2.7,0.5,3.8,1510,http://www.forbes.com/companies/sigma-aldrich/,0.131578947368421,0.185185185185185
Petsmart,Consumer Discretionary,Specialty Stores,North America,United States,6.9,6.9,0.4,2.5,1510,http://www.forbes.com/companies/petsmart/,0.16,0.0579710144927536
Arca Continental,Consumer Staples,Beverages,North America,Mexico,9.4,4.7,0.5,5.1,1513,http://www.forbes.com/companies/arca-continental/,0.0980392156862745,0.106382978723404
Newell Rubbermaid,Consumer Staples,Household/Personal Care,North America,United States,8.5,5.7,0.4,6.1,1514,http://www.forbes.com/companies/newell-rubbermaid/,0.0655737704918033,0.0701754385964912
Golden Agri-Resources,Consumer Staples,Food Processing,Asia,Singapore,5.9,6.6,0.3,14.1,1515,http://www.forbes.com/companies/golden-agri-resources/,0.0212765957446809,0.0454545454545455
Bank of Chongqing,Financials,Regional Banks,Asia,China,1.7,1.8,0.4,34.2,1516,http://www.forbes.com/companies/bank-of-chongqing/,0.0116959064327485,0.222222222222222
Hachijuni Bank,Financials,Regional Banks,Asia,Japan,2.9,1.7,0.3,71.5,1517,http://www.forbes.com/companies/hachijuni-bank/,0.0041958041958042,0.176470588235294
Jyske Bank,Financials,Regional Banks,Europe,Denmark,4.1,1.8,0.3,48.4,1517,http://www.forbes.com/companies/jyske-bank/,0.00619834710743802,0.166666666666667
FBN Holdings,Financials,Regional Banks,Africa,Nigeria,2.5,2.3,0.5,22.6,1519,http://www.forbes.com/companies/fbn-holdings/,0.0221238938053097,0.217391304347826
Nippon Paper Industries,,,Asia,Japan,2.2,12.4,0.1,14.3,1520,http://www.forbes.com/companies/nippon-paper-industries/,0.00699300699300699,0.00806451612903226
Taiwan Cooperative Financial,Financials,Consumer Financial Services,Asia,Taiwan,4.6,2,0.3,101.9,1521,http://www.forbes.com/companies/taiwan-cooperative-financial/,0.00294406280667321,0.15
Salesforce.com,Information Technology,Software & Programming,North America,United States,35.9,4.1,-0.2,9.2,1521,http://www.forbes.com/companies/salesforce/,-0.0217391304347826,-0.0487804878048781
Public Power,Utilities,Electric Utilities,Europe,Greece,3.9,7.9,-0.3,21.8,1523,http://www.forbes.com/companies/public-power/,-0.0137614678899083,-0.0379746835443038
KT&G,Consumer Staples,Tobacco,Asia,South Korea,10.3,3.5,0.5,6.7,1524,http://www.forbes.com/companies/ktg/,0.0746268656716418,0.142857142857143
Willis Group Holdings,Financials,Insurance Brokers,Europe,United Kingdom,7.9,3.7,0.4,14.8,1525,http://www.forbes.com/companies/willis-group-holdings/,0.027027027027027,0.108108108108108
Israel Corp,Financials,Investment Services,Asia,Israel,4.3,11,-0.5,15.7,1526,http://www.forbes.com/companies/israel-corp/,-0.0318471337579618,-0.0454545454545455
Actelion,Health Care,Pharmaceuticals,Europe,Switzerland,10.9,1.9,0.5,3.4,1526,http://www.forbes.com/companies/actelion/,0.147058823529412,0.263157894736842
Intu Properties plc,Financials,Real Estate,Europe,United Kingdom,6,0.8,0.6,13.6,1528,http://www.forbes.com/companies/capital-shopping/,0.0441176470588235,0.75
Cosan,Consumer Staples,Food Processing,South America,Brazil,3.1,14.2,0.1,12.6,1529,http://www.forbes.com/companies/cosan/,0.00793650793650794,0.00704225352112676
Foot Locker,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,6.9,6.5,0.4,3.5,1530,http://www.forbes.com/companies/foot-locker/,0.114285714285714,0.0615384615384615
Westlake Chemical,Materials,Diversified Chemicals,North America,United States,8.9,3.8,0.6,4.1,1531,http://www.forbes.com/companies/westlake-chemical/,0.146341463414634,0.157894736842105
Alpiq Holding,Utilities,Electric Utilities,Europe,Switzerland,3.8,10.1,0,16.3,1532,http://www.forbes.com/companies/alpiq-holding/,0,0
Pembina Pipeline,Energy,Oil & Gas Operations,North America,Canada,12.1,4.9,0.3,8.6,1533,http://www.forbes.com/companies/pembina-pipeline/,0.0348837209302326,0.0612244897959184
Smiths Group,Industrials,Conglomerates,Europe,United Kingdom,8.4,4.8,0.5,5.8,1534,http://www.forbes.com/companies/smiths-group/,0.0862068965517241,0.104166666666667
Suzuken,Health Care,Pharmaceuticals,Asia,Japan,3.5,20,0.2,10.3,1534,http://www.forbes.com/companies/suzuken/,0.0194174757281553,0.01
Joyo Bank,Financials,Regional Banks,Asia,Japan,3.9,1.6,0.3,81.9,1536,http://www.forbes.com/companies/joyo-bank/,0.00366300366300366,0.1875
Rockwood Holdings,Materials,Specialized Chemicals,North America,United States,5.6,2.4,1.7,5.5,1536,http://www.forbes.com/companies/rockwood-holdings/,0.309090909090909,0.708333333333333
Songbird Estates plc,Financials,Real Estate,Europe,United Kingdom,3.1,0.6,1,12.2,1538,http://www.forbes.com/companies/songbird-estates/,0.0819672131147541,1.66666666666667
Mechel,Materials,Iron & Steel,Asia,Russia,0.5,11.3,-1.7,14.6,1539,http://www.forbes.com/companies/mechel/,-0.116438356164384,-0.150442477876106
Permanent TSB Group,Financials,Investment Services,Europe,Ireland,5.8,1.4,-0.3,51.8,1540,http://www.forbes.com/companies/permanent-tsb-group/,-0.00579150579150579,-0.214285714285714
Industrias Peñoles,Materials,Diversified Metals & Mining,North America,Mexico,9.9,5.2,0.4,7,1541,http://www.forbes.com/companies/industrias-penoles/,0.0571428571428571,0.0769230769230769
Darden Restaurants,Consumer Discretionary,Restaurants,North America,United States,6.8,8.7,0.3,7.2,1542,http://www.forbes.com/companies/darden-restaurants/,0.0416666666666667,0.0344827586206897
Two Harbors Investment,Financials,Real Estate,North America,United States,3.8,0.6,0.6,17.2,1543,http://www.forbes.com/companies/two-harbors-investment/,0.0348837209302326,1
Embraer,Industrials,Aerospace & Defense,South America,Brazil,6.6,6.3,0.4,10.1,1544,http://www.forbes.com/companies/embraer/,0.0396039603960396,0.0634920634920635
World Fuel Services,Consumer Discretionary,Specialty Stores,North America,United States,3.2,41.5,0.2,4.7,1545,http://www.forbes.com/companies/world-fuel-services/,0.0425531914893617,0.00481927710843374
Mizrahi Tefahot Bank,Financials,Regional Banks,Asia,Israel,3.1,2.1,0.3,51.7,1546,http://www.forbes.com/companies/mizrahi-tefahot-bank/,0.0058027079303675,0.142857142857143
Gudang Garam,Consumer Staples,Tobacco,Asia,Indonesia,8.7,5.3,0.4,4.2,1547,http://www.forbes.com/companies/gudang-garam/,0.0952380952380952,0.0754716981132076
BCV Group,Financials,Regional Banks,Europe,Switzerland,5,1.4,0.3,45.5,1548,http://www.forbes.com/companies/bcv-group/,0.00659340659340659,0.214285714285714
Banca Popolare dell'Emilia,Financials,Regional Banks,Europe,Italy,4.4,4.3,0,85.1,1549,http://www.forbes.com/companies/banca-popolare-dellemilia/,0,0
Dongfang Electric,Industrials,Electrical Equipment,Asia,China,3.9,6.9,0.4,12.9,1550,http://www.forbes.com/companies/dongfang-electric/,0.0310077519379845,0.0579710144927536
Sino Land,Financials,Real Estate,Asia,Hong Kong,3.8,0.7,0.6,17.4,1551,http://www.forbes.com/companies/sino-land/,0.0344827586206897,0.857142857142857
ISS,,,Europe,Denmark,6.3,14,-0.1,9,1552,http://www.forbes.com/companies/iss/,-0.0111111111111111,-0.00714285714285714
Wistron,Information Technology,Computer Hardware,Asia,Taiwan,2,22,0.2,9.7,1553,http://www.forbes.com/companies/wistron/,0.0206185567010309,0.00909090909090909
Novozymes,Health Care,Biotechs,Europe,Denmark,13.8,2.1,0.4,3,1554,http://www.forbes.com/companies/novozymes/,0.133333333333333,0.19047619047619
Capita,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,12.1,6,0.3,7.6,1554,http://www.forbes.com/companies/capita/,0.0394736842105263,0.05
Hokuhoku Financial Group,Financials,Regional Banks,Asia,Japan,2.5,1.9,0.2,107.1,1556,http://www.forbes.com/companies/hokuhoku-financial-group/,0.00186741363211951,0.105263157894737
Chang Hwa Bank,Financials,Regional Banks,Asia,Taiwan,4.6,1.1,0.3,56.2,1557,http://www.forbes.com/companies/chang-hwa-bank/,0.00533807829181495,0.272727272727273
SINOPEC Engineering (Group),,,Asia,China,5,7.1,0.6,7.8,1558,http://www.forbes.com/companies/sinopec-engineering-group/,0.0769230769230769,0.0845070422535211
Altera,Information Technology,Semiconductors,North America,United States,11.6,1.7,0.4,6,1559,http://www.forbes.com/companies/altera/,0.0666666666666667,0.235294117647059
Iyo Bank,Financials,Regional Banks,Asia,Japan,3,1.2,0.3,58.4,1560,http://www.forbes.com/companies/iyo-bank/,0.00513698630136986,0.25
Chipotle Mexican Grill,Consumer Discretionary,Restaurants,North America,United States,18,3.2,0.3,2.1,1561,http://www.forbes.com/companies/chipotle-mexican-grill/,0.142857142857143,0.09375
LIG Insurance,Financials,Property & Casualty Insurance,Asia,South Korea,1.7,8,0.1,18.8,1562,http://www.forbes.com/companies/lig-insurance/,0.00531914893617021,0.0125
Linear Technology,Information Technology,Semiconductors,North America,United States,11.9,1.3,0.4,2.3,1563,http://www.forbes.com/companies/linear-technology/,0.173913043478261,0.307692307692308
China Mengniu Dairy,Consumer Staples,Food Processing,Asia,Hong Kong,10,7.1,0.3,4.4,1564,http://www.forbes.com/companies/china-mengniu-dairy/,0.0681818181818182,0.0422535211267606
China Merchants Securities,Financials,Investment Services,Asia,China,7.7,1.4,0.4,13.7,1565,http://www.forbes.com/companies/china-merchants-securities/,0.0291970802919708,0.285714285714286
Lundbergs,Financials,Real Estate,Europe,Sweden,5.9,3.1,0.5,15,1566,http://www.forbes.com/companies/lundbergs/,0.0333333333333333,0.161290322580645
IOI Group,Consumer Staples,Food Processing,Asia,Malaysia,9.3,3.9,0.5,7.8,1567,http://www.forbes.com/companies/ioi-group/,0.0641025641025641,0.128205128205128
GS Holdings,Energy,Oil & Gas Operations,Asia,South Korea,4.2,8.8,0.3,12,1568,http://www.forbes.com/companies/gs-holdings/,0.025,0.0340909090909091
Smurfit Kappa Group,Materials,Paper & Paper Products,Europe,Ireland,5.8,10.6,0.2,11.3,1569,http://www.forbes.com/companies/smurfit-kappa-group/,0.0176991150442478,0.0188679245283019
Beam,Consumer Staples,Beverages,North America,United States,13.8,2.5,0.4,8.6,1570,http://www.forbes.com/companies/beam/,0.0465116279069768,0.16
Avis Budget Group,Financials,Rental & Leasing,North America,United States,5.3,7.9,0,16.3,1571,http://www.forbes.com/companies/avis-budget-group/,0,0
Hikvision,Information Technology,Electronics,Asia,China,11.4,1.5,0.4,2,1572,http://www.forbes.com/companies/hikvision/,0.2,0.266666666666667
Enagas,Utilities,Natural Gas Utilities,Europe,Spain,7.3,1.7,0.5,9.9,1573,http://www.forbes.com/companies/enagas/,0.0505050505050505,0.294117647058824
Vestas Wind Systems,Industrials,Electrical Equipment,Europe,Denmark,9.4,8.1,-0.1,7.8,1574,http://www.forbes.com/companies/vestas-wind-systems/,-0.0128205128205128,-0.0123456790123457
MMI Holdings,Financials,Life & Health Insurance,Africa,South Africa,3.6,4.3,0.3,36.1,1574,http://www.forbes.com/companies/mmi-holdings/,0.00831024930747922,0.0697674418604651
Hammerson plc,Financials,Real Estate,Europe,United Kingdom,6.6,0.6,0.5,11.3,1576,http://www.forbes.com/companies/hammerson/,0.0442477876106195,0.833333333333333
Metso,Industrials,Other Industrial Equipment,Europe,Finland,5.9,7.9,0.4,5.1,1577,http://www.forbes.com/companies/metso/,0.0784313725490196,0.0506329113924051
Jarden,Consumer Discretionary,Furniture & Fixtures,North America,United States,8,7.4,0.2,10.1,1578,http://www.forbes.com/companies/jarden/,0.0198019801980198,0.027027027027027
Huatai Securities,Financials,Investment Services,Asia,China,6.9,1.1,0.3,16.5,1579,http://www.forbes.com/companies/huatai-securities/,0.0181818181818182,0.272727272727273
Kawasaki Kisen Kaisha,Industrials,Other Transportation,Asia,Japan,2,12.8,0.2,12.2,1580,http://www.forbes.com/companies/kawasaki-kisen-kaisha/,0.0163934426229508,0.015625
STMicroelectronics,Information Technology,Semiconductors,Europe,Switzerland,8.3,8.1,-0.5,9.2,1581,http://www.forbes.com/companies/stmicroelectronics/,-0.0543478260869565,-0.0617283950617284
Fortis (Canada),Utilities,Electric Utilities,North America,Canada,6.1,3.9,0.4,16.9,1582,http://www.forbes.com/companies/fortis-canada/,0.0236686390532544,0.102564102564103
Harbinger Group,Consumer Staples,Household/Personal Care,North America,United States,1.8,5.7,-0.1,28.8,1583,http://www.forbes.com/companies/harbinger-group/,-0.00347222222222222,-0.0175438596491228
J Front Retailing,Consumer Discretionary,Department Stores,Asia,Japan,3.6,12.2,0.3,10,1584,http://www.forbes.com/companies/j-front-retailing/,0.03,0.0245901639344262
Porto Seguro,Financials,Diversified Insurance,South America,Brazil,4.6,6.2,0.7,8.6,1585,http://www.forbes.com/companies/porto-seguro/,0.0813953488372093,0.112903225806452
Crescent Point Energy,Energy,Oil & Gas Operations,North America,Canada,14.6,2.8,0.1,12.3,1586,http://www.forbes.com/companies/crescent-point-energy/,0.00813008130081301,0.0357142857142857
Thai Oil,Energy,Oil & Gas Operations,Asia,Thailand,3.3,13.5,0.3,6.4,1587,http://www.forbes.com/companies/thai-oil/,0.046875,0.0222222222222222
Weir Group,Industrials,Other Industrial Equipment,Europe,United Kingdom,8.9,3.8,0.5,5.2,1588,http://www.forbes.com/companies/weir-group/,0.0961538461538461,0.131578947368421
Aberdeen Asset Management,Financials,Investment Services,Europe,United Kingdom,9.1,2.1,0.5,7.3,1589,http://www.forbes.com/companies/aberdeen-asset-management/,0.0684931506849315,0.238095238095238
NVIDIA,Information Technology,Semiconductors,North America,United States,10.3,4.1,0.4,7.3,1589,http://www.forbes.com/companies/nvidia/,0.0547945205479452,0.0975609756097561
TDK,Information Technology,Electronics,Asia,Japan,5.4,9.9,0.1,12.5,1591,http://www.forbes.com/companies/tdk/,0.008,0.0101010101010101
K+S,Materials,Diversified Chemicals,Europe,Germany,6.2,5.1,0.5,8.8,1592,http://www.forbes.com/companies/k-plus-s/,0.0568181818181818,0.0980392156862745
Harris,Information Technology,Communications Equipment,North America,United States,7.9,5,0.4,4.9,1593,http://www.forbes.com/companies/harris/,0.0816326530612245,0.08
OCI,,,Europe,Netherlands,9.5,5.5,0.3,11.1,1593,http://www.forbes.com/companies/oci/,0.027027027027027,0.0545454545454545
Forest Laboratories,Health Care,Pharmaceuticals,North America,United States,25.3,3.4,0.2,9.1,1595,http://www.forbes.com/companies/forest-laboratories/,0.021978021978022,0.0588235294117647
Hyosung,Materials,Diversified Metals & Mining,Asia,South Korea,2.5,11.5,-0.2,12.9,1596,http://www.forbes.com/companies/hyosung/,-0.0155038759689922,-0.0173913043478261
DIA,Consumer Staples,Food Retail,Europe,Spain,5.9,13.1,0.3,4.6,1597,http://www.forbes.com/companies/dia/,0.0652173913043478,0.0229007633587786
Nishi-Nippon City Bank,Financials,Regional Banks,Asia,Japan,1.8,1.8,0.2,77.3,1597,http://www.forbes.com/companies/nishi-nippon-city-bank/,0.00258732212160414,0.111111111111111
Minmetals Development,Industrials,Trading Companies,Asia,China,1.9,28.6,0.1,8.3,1597,http://www.forbes.com/companies/minmetals-development/,0.0120481927710843,0.0034965034965035
Expeditors International,Industrials,Air Courier,North America,United States,8,6.1,0.3,3,1600,http://www.forbes.com/companies/expeditors-international/,0.1,0.0491803278688525
Hopson Development Holdings,Financials,Real Estate,Asia,Hong Kong,2.1,2,0.5,17.4,1601,http://www.forbes.com/companies/hopson-development/,0.028735632183908,0.25
77 Bank,Financials,Regional Banks,Asia,Japan,1.7,1.1,0.1,76.6,1602,http://www.forbes.com/companies/77-bank/,0.00130548302872063,0.0909090909090909
Eastman Kodak,Consumer Discretionary,Consumer Electronics,North America,United States,1.4,2.3,2,3.2,1603,http://www.forbes.com/companies/eastman-kodak/,0.625,0.869565217391304
Saudi Hollandi Bank,Financials,Regional Banks,Asia,Saudi Arabia,5.1,0.8,0.4,21.5,1603,http://www.forbes.com/companies/saudi-hollandi-bank/,0.0186046511627907,0.5
Chugoku Bank,Financials,Regional Banks,Asia,Japan,2.6,1.2,0.3,66,1605,http://www.forbes.com/companies/chugoku-bank/,0.00454545454545455,0.25
North Pacific Bank,Financials,Regional Banks,Asia,Japan,1.7,1.9,0.2,74.6,1606,http://www.forbes.com/companies/north-pacific-bank/,0.00268096514745308,0.105263157894737
Lanxess,Materials,Diversified Chemicals,Europe,Germany,6.3,11,-0.2,9.4,1607,http://www.forbes.com/companies/lanxess/,-0.0212765957446809,-0.0181818181818182
OHL Group,Industrials,Construction Services,Europe,Spain,4.4,4.9,0.4,18.8,1608,http://www.forbes.com/companies/ohl-group/,0.0212765957446809,0.0816326530612245
Aspen Pharmacare Holdings,Health Care,Pharmaceuticals,Africa,South Africa,12.1,2.3,0.4,7.7,1608,http://www.forbes.com/companies/aspen-pharmacare-holdings/,0.051948051948052,0.173913043478261
Alexion Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,1.5,0.3,3.3,1610,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.0909090909090909,0.2
Subsea 7,Energy,Oil Services & Equipment,Europe,United Kingdom,6.1,6.3,0.3,10.4,1610,http://www.forbes.com/companies/subsea-7/,0.0288461538461538,0.0476190476190476
Airports of Thailand,Industrials,Other Transportation,Asia,Thailand,8.5,1.2,0.5,4.7,1612,http://www.forbes.com/companies/airports-of-thailand/,0.106382978723404,0.416666666666667
Bank of Kyoto,Financials,Regional Banks,Asia,Japan,3.1,1.1,0.2,73.6,1612,http://www.forbes.com/companies/bank-of-kyoto/,0.00271739130434783,0.181818181818182
Burberry Group,Consumer Discretionary,Apparel/Accessories,Europe,United Kingdom,10.2,3.4,0.4,2.8,1614,http://www.forbes.com/companies/burberry-group/,0.142857142857143,0.117647058823529
Ezdan Holding Group,Financials,Real Estate,Asia,Qatar,11.6,0.3,0.3,11.3,1614,http://www.forbes.com/companies/ezdan-holding-group/,0.0265486725663717,1
Cattolica Assicurazioni,Financials,Diversified Insurance,Europe,Italy,1.5,6,0.1,24.5,1616,http://www.forbes.com/companies/cattolica-assicurazioni/,0.00408163265306122,0.0166666666666667
Tech Data,Information Technology,Electronics,North America,United States,2.4,26.3,0.2,6.7,1617,http://www.forbes.com/companies/tech-data/,0.0298507462686567,0.00760456273764259
Tractor Supply,Consumer Discretionary,Specialty Stores,North America,United States,10,5.2,0.3,1.9,1618,http://www.forbes.com/companies/tractor-supply/,0.157894736842105,0.0576923076923077
Hiroshima Bank,Financials,Regional Banks,Asia,Japan,2.6,1.3,0.2,69.4,1619,http://www.forbes.com/companies/hiroshima-bank/,0.00288184438040346,0.153846153846154
Semen Indonesia,Materials,Construction Materials,Asia,Indonesia,8.7,2.3,0.5,2.5,1620,http://www.forbes.com/companies/semen-indonesia/,0.2,0.217391304347826
Tobu Railway,Industrials,Railroads,Asia,Japan,5.1,6,0.3,14.1,1621,http://www.forbes.com/companies/tobu-railway/,0.0212765957446809,0.05
Crown Holdings,Materials,Containers & Packaging,North America,United States,6.3,8.7,0.3,8,1622,http://www.forbes.com/companies/crown-holdings/,0.0375,0.0344827586206897
Banca Popolare di Milano,Financials,Regional Banks,Europe,Italy,3.2,2.9,0,68,1622,http://www.forbes.com/companies/banca-popolare-di-milano/,0,0
Gunma Bank,Financials,Regional Banks,Asia,Japan,2.5,1.3,0.2,67.8,1624,http://www.forbes.com/companies/gunma-bank/,0.00294985250737463,0.153846153846154
Franshion Properties (China),Financials,Consumer Financial Services,Asia,Hong Kong,3.1,2.7,0.5,15.6,1625,http://www.forbes.com/companies/franshion-properties-china/,0.0320512820512821,0.185185185185185
Cliffs Natural Resources,Materials,Iron & Steel,North America,United States,3.1,5.6,0.4,13.1,1626,http://www.forbes.com/companies/cliffs-natural-resources/,0.0305343511450382,0.0714285714285714
China Communications Services,Telecommunication Services,Telecommunications services,Asia,China,3.1,11.1,0.4,8,1626,http://www.forbes.com/companies/china-communications-services/,0.05,0.036036036036036
Alaska Air Group,Industrials,Airline,North America,United States,6.5,5.2,0.5,5.8,1628,http://www.forbes.com/companies/alaska-air-group/,0.0862068965517241,0.0961538461538461
Bank Muscat,Financials,Regional Banks,Asia,Oman,4,1.1,0.4,22,1629,http://www.forbes.com/companies/bank-muscat/,0.0181818181818182,0.363636363636364
JB Hunt Transport,Industrials,Trucking,North America,United States,8.6,5.6,0.3,2.8,1630,http://www.forbes.com/companies/jb-hunt-transport/,0.107142857142857,0.0535714285714286
Nabors Industries,Energy,Oil Services & Equipment,North America,Bermuda,7.3,6.2,0.1,12.2,1631,http://www.forbes.com/companies/nabors-industries/,0.00819672131147541,0.0161290322580645
SNC-Lavalin Group,Industrials,Construction Services,North America,Canada,6.7,7.7,0,11.1,1632,http://www.forbes.com/companies/snc-lavalin-group/,0,0
Federal Grid of UES,Utilities,Electric Utilities,Asia,Russia,2.8,4.8,-0.2,38.3,1633,http://www.forbes.com/companies/federal-grid-of-ues/,-0.00522193211488251,-0.0416666666666667
SK Networks,Industrials,Trading Companies,Asia,South Korea,2.2,23.7,-0.5,8.4,1634,http://www.forbes.com/companies/sk-networks/,-0.0595238095238095,-0.0210970464135021
NCR,Information Technology,Computer Hardware,North America,United States,6.1,6.1,0.4,8.1,1635,http://www.forbes.com/companies/ncr/,0.0493827160493827,0.0655737704918033
Bank Audi,Financials,Regional Banks,Asia,Lebanon,2.2,2.3,0.3,36.2,1636,http://www.forbes.com/companies/bank-audi/,0.00828729281767956,0.130434782608696
Central Bank of India,Financials,Regional Banks,Asia,India,1.1,4.3,0.2,49.5,1637,http://www.forbes.com/companies/central-bank-of-india/,0.00404040404040404,0.0465116279069768
Masco,Materials,Construction Materials,North America,United States,8,8.2,0.3,6.9,1638,http://www.forbes.com/companies/masco/,0.0434782608695652,0.0365853658536585
BS Financial Group,Financials,Investment Services,Asia,South Korea,2.8,2.2,0.3,44.5,1638,http://www.forbes.com/companies/bs-financial-group/,0.00674157303370787,0.136363636363636
CorpBanca,Financials,Regional Banks,South America,Chile,4,2.3,0.3,33.3,1638,http://www.forbes.com/companies/corpbanca/,0.00900900900900901,0.130434782608696
China National Materials,Industrials,Other Industrial Equipment,Asia,China,0.7,8.5,0.1,15.6,1641,http://www.forbes.com/companies/china-national-materials/,0.00641025641025641,0.0117647058823529
Maanshan Iron & Steel,Materials,Iron & Steel,Asia,China,2,12,0,11.8,1642,http://www.forbes.com/companies/maanshan-iron-steel/,0,0
G4S,Industrials,Security Systems,Europe,United Kingdom,6.3,11.6,-0.6,8.9,1642,http://www.forbes.com/companies/g4s/,-0.0674157303370786,-0.0517241379310345
Twitter,,,North America,United States,27.6,0.7,-0.6,3.4,1644,http://www.forbes.com/companies/twitter/,-0.176470588235294,-0.857142857142857
Liberbank,Financials,Regional Banks,Europe,Spain,1.8,2,0.1,61.4,1645,http://www.forbes.com/companies/liberbank/,0.00162866449511401,0.05
First Niagara Financial,Financials,Thrifts & Mortgage Finance,North America,United States,3.4,1.6,0.3,37.8,1646,http://www.forbes.com/companies/first-niagara-financial/,0.00793650793650794,0.1875
Thomas Cook Group,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,4.4,14.5,-0.3,10.2,1647,http://www.forbes.com/companies/thomas-cook-group/,-0.0294117647058824,-0.0206896551724138
Grupo Elektra,Information Technology,Computer & Electronics Retail,North America,Mexico,7.3,5.6,0.1,13.4,1647,http://www.forbes.com/companies/grupo-elektra/,0.00746268656716418,0.0178571428571429
Netflix,Consumer Discretionary,Internet & Catalog Retail,North America,United States,21.8,4.4,0.1,5.4,1647,http://www.forbes.com/companies/netflix/,0.0185185185185185,0.0227272727272727
Petrovietnam Gas,,,Asia,Vietnam,7.5,3.1,0.6,2.4,1650,http://www.forbes.com/companies/petrovietnam-gas/,0.25,0.193548387096774
Sumitomo Rubber,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,3.3,8,0.5,8.3,1651,http://www.forbes.com/companies/sumitomo-rubber/,0.0602409638554217,0.0625
Yandex NV,Information Technology,Computer Services,Europe,Netherlands,10.2,1.2,0.4,2.2,1651,http://www.forbes.com/companies/yandex-nv/,0.181818181818182,0.333333333333333
Aareal Bank,Financials,Thrifts & Mortgage Finance,Europe,Germany,2.7,1.3,0.2,59.2,1653,http://www.forbes.com/companies/aareal-bank/,0.00337837837837838,0.153846153846154
Banco BPI,Financials,Regional Banks,Europe,Portugal,3.8,1.4,0.1,58.8,1654,http://www.forbes.com/companies/banco-bpi/,0.00170068027210884,0.0714285714285714
China Gezhouba,Industrials,Construction Services,Asia,China,2.9,9.1,0.3,14,1655,http://www.forbes.com/companies/china-gezhouba/,0.0214285714285714,0.032967032967033
JC Penney,Consumer Discretionary,Department Stores,North America,United States,2.7,11.9,-1.4,11.8,1655,http://www.forbes.com/companies/jc-penney/,-0.11864406779661,-0.117647058823529
